HGNC,Gene,Disease,MONDO,GCEP,CDWG
HGNC:30391,IFT172,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:30391,BBS20,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:30391,NPHP17,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:30391,OSM-1,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:30391,SLB,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:30391,WIM,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:18626,IFT27,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:18626,BBS19,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:18626,CFAP156,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:18626,FAP156,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:18626,RABL4,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:18626,RAYL,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:15901,IFT52,short-rib thoracic dysplasia 16 with or without polydactyly,MONDO:0014915,Skeletal Disorders,Skeletal Disorders
HGNC:15901,C20ORF9,short-rib thoracic dysplasia 16 with or without polydactyly,MONDO:0014915,Skeletal Disorders,Skeletal Disorders
HGNC:15901,CGI-53,short-rib thoracic dysplasia 16 with or without polydactyly,MONDO:0014915,Skeletal Disorders,Skeletal Disorders
HGNC:15901,DJ1028D15.1,short-rib thoracic dysplasia 16 with or without polydactyly,MONDO:0014915,Skeletal Disorders,Skeletal Disorders
HGNC:15901,NGD2,short-rib thoracic dysplasia 16 with or without polydactyly,MONDO:0014915,Skeletal Disorders,Skeletal Disorders
HGNC:15901,NGD5,short-rib thoracic dysplasia 16 with or without polydactyly,MONDO:0014915,Skeletal Disorders,Skeletal Disorders
HGNC:21424,IFT74,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:21424,CCDC2,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:21424,CMG-1,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:21424,CMG1,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:21424,FLJ22621,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:29262,IFT80,asphyxiating thoracic dystrophy 2,MONDO:0012644,Skeletal Disorders,Skeletal Disorders
HGNC:29262,CFAP167,asphyxiating thoracic dystrophy 2,MONDO:0012644,Skeletal Disorders,Skeletal Disorders
HGNC:29262,FAP167,asphyxiating thoracic dystrophy 2,MONDO:0012644,Skeletal Disorders,Skeletal Disorders
HGNC:29262,KIAA1374,asphyxiating thoracic dystrophy 2,MONDO:0012644,Skeletal Disorders,Skeletal Disorders
HGNC:29262,WDR56,asphyxiating thoracic dystrophy 2,MONDO:0012644,Skeletal Disorders,Skeletal Disorders
HGNC:14313,IFT81,short-rib thoracic dysplasia 19 with or without polydactyly,MONDO:0033485,Skeletal Disorders,Skeletal Disorders
HGNC:14313,CDV-1R,short-rib thoracic dysplasia 19 with or without polydactyly,MONDO:0033485,Skeletal Disorders,Skeletal Disorders
HGNC:14313,CDV1,short-rib thoracic dysplasia 19 with or without polydactyly,MONDO:0033485,Skeletal Disorders,Skeletal Disorders
HGNC:14313,MGC4027,short-rib thoracic dysplasia 19 with or without polydactyly,MONDO:0033485,Skeletal Disorders,Skeletal Disorders
HGNC:5461,IGBP1,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,MONDO:0010333,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5461,A4,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,MONDO:0010333,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5461,IBP1,corpus callosum agenesis-intellectual disability-coloboma-micrognathia syndrome,MONDO:0010333,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5466,IGF2,Silver-Russell syndrome 3,MONDO:0014663,Syndromic Disorders,Other
HGNC:5466,C11ORF43,Silver-Russell syndrome 3,MONDO:0014663,Syndromic Disorders,Other
HGNC:5466,FLJ44734,Silver-Russell syndrome 3,MONDO:0014663,Syndromic Disorders,Other
HGNC:5466,IGF-II,Silver-Russell syndrome 3,MONDO:0014663,Syndromic Disorders,Other
HGNC:5541,IGHM,autosomal recessive agammaglobulinemia 1,MONDO:0020729,Antibody Deficiencies,Immunology
HGNC:5541,,autosomal recessive agammaglobulinemia 1,MONDO:0020729,Antibody Deficiencies,Immunology
HGNC:5542,IGHMBP2,hereditary peripheral neuropathy,MONDO:0020127,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:5542,CATF1,hereditary peripheral neuropathy,MONDO:0020127,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:5542,CMT2S,hereditary peripheral neuropathy,MONDO:0020127,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:5542,HCSA,hereditary peripheral neuropathy,MONDO:0020127,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:5542,HMN6,hereditary peripheral neuropathy,MONDO:0020127,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:5542,SMARD1,hereditary peripheral neuropathy,MONDO:0020127,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:5542,SMUBP2,hereditary peripheral neuropathy,MONDO:0020127,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:5542,ZFAND7,hereditary peripheral neuropathy,MONDO:0020127,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:5716,IGKC,recurrent infections associated with rare immunoglobulin isotypes deficiency,MONDO:0013576,Antibody Deficiencies,Immunology
HGNC:5716,HCAK1,recurrent infections associated with rare immunoglobulin isotypes deficiency,MONDO:0013576,Antibody Deficiencies,Immunology
HGNC:5870,IGLL1,"agammaglobulinemia 2, autosomal recessive",MONDO:0013287,Antibody Deficiencies,Immunology
HGNC:5870,14.1,"agammaglobulinemia 2, autosomal recessive",MONDO:0013287,Antibody Deficiencies,Immunology
HGNC:5870,CD179B,"agammaglobulinemia 2, autosomal recessive",MONDO:0013287,Antibody Deficiencies,Immunology
HGNC:5870,IGL5,"agammaglobulinemia 2, autosomal recessive",MONDO:0013287,Antibody Deficiencies,Immunology
HGNC:5870,IGLL,"agammaglobulinemia 2, autosomal recessive",MONDO:0013287,Antibody Deficiencies,Immunology
HGNC:5870,IGVPB,"agammaglobulinemia 2, autosomal recessive",MONDO:0013287,Antibody Deficiencies,Immunology
HGNC:5960,IKBKB,severe combined immunodeficiency due to IKK2 deficiency,MONDO:0014267,SCID-CID,Immunology
HGNC:5960,IKK-BETA,severe combined immunodeficiency due to IKK2 deficiency,MONDO:0014267,SCID-CID,Immunology
HGNC:5960,IKK2,severe combined immunodeficiency due to IKK2 deficiency,MONDO:0014267,SCID-CID,Immunology
HGNC:5960,IKKB,severe combined immunodeficiency due to IKK2 deficiency,MONDO:0014267,SCID-CID,Immunology
HGNC:5960,NFKBIKB,severe combined immunodeficiency due to IKK2 deficiency,MONDO:0014267,SCID-CID,Immunology
HGNC:5960,IKBKB,immunodeficiency 15a,MONDO:0032599,SCID-CID,Immunology
HGNC:5960,IKK-BETA,immunodeficiency 15a,MONDO:0032599,SCID-CID,Immunology
HGNC:5960,IKK2,immunodeficiency 15a,MONDO:0032599,SCID-CID,Immunology
HGNC:5960,IKKB,immunodeficiency 15a,MONDO:0032599,SCID-CID,Immunology
HGNC:5960,NFKBIKB,immunodeficiency 15a,MONDO:0032599,SCID-CID,Immunology
HGNC:5961,IKBKG,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,FIP-3,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,FIP3,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,FIP3P,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,IKK-GAMMA,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,IKKAP1,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,IKKG,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,IP1,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,IP2,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,NEMO,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,ZC2HC9,incontinentia pigmenti,MONDO:0010631,Syndromic Disorders,Other
HGNC:5961,IKBKG,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,FIP-3,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,FIP3,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,FIP3P,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,IKK-GAMMA,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,IKKAP1,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,IKKG,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,IP1,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,IP2,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,NEMO,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:5961,ZC2HC9,IKBKG-related immunodeficiency with or without ectodermal dysplasia,MONDO:0100162,SCID-CID,Immunology
HGNC:13176,IKZF1,autoimmune disease,MONDO:0007179,Antibody Deficiencies,Immunology
HGNC:13176,HIK-1,autoimmune disease,MONDO:0007179,Antibody Deficiencies,Immunology
HGNC:13176,HS.54452,autoimmune disease,MONDO:0007179,Antibody Deficiencies,Immunology
HGNC:13176,IKAROS,autoimmune disease,MONDO:0007179,Antibody Deficiencies,Immunology
HGNC:13176,LYF-1,autoimmune disease,MONDO:0007179,Antibody Deficiencies,Immunology
HGNC:13176,PPP1R92,autoimmune disease,MONDO:0007179,Antibody Deficiencies,Immunology
HGNC:13176,ZNFN1A1,autoimmune disease,MONDO:0007179,Antibody Deficiencies,Immunology
HGNC:13176,IKZF1,pancytopenia due to IKZF1 mutations,MONDO:0014810,Antibody Deficiencies,Immunology
HGNC:13176,HIK-1,pancytopenia due to IKZF1 mutations,MONDO:0014810,Antibody Deficiencies,Immunology
HGNC:13176,HS.54452,pancytopenia due to IKZF1 mutations,MONDO:0014810,Antibody Deficiencies,Immunology
HGNC:13176,IKAROS,pancytopenia due to IKZF1 mutations,MONDO:0014810,Antibody Deficiencies,Immunology
HGNC:13176,LYF-1,pancytopenia due to IKZF1 mutations,MONDO:0014810,Antibody Deficiencies,Immunology
HGNC:13176,PPP1R92,pancytopenia due to IKZF1 mutations,MONDO:0014810,Antibody Deficiencies,Immunology
HGNC:13176,ZNFN1A1,pancytopenia due to IKZF1 mutations,MONDO:0014810,Antibody Deficiencies,Immunology
HGNC:13177,IKZF2,HELIOS deficiency,MONDO:0800139,Antibody Deficiencies,Immunology
HGNC:13177,HELIOS,HELIOS deficiency,MONDO:0800139,Antibody Deficiencies,Immunology
HGNC:13177,ZNFN1A2,HELIOS deficiency,MONDO:0800139,Antibody Deficiencies,Immunology
HGNC:13178,IKZF3,immunodeficiency 84,MONDO:0030333,Antibody Deficiencies,Immunology
HGNC:13178,AIOLOS,immunodeficiency 84,MONDO:0030333,Antibody Deficiencies,Immunology
HGNC:13178,ZNFN1A3,immunodeficiency 84,MONDO:0030333,Antibody Deficiencies,Immunology
HGNC:14283,IKZF5,thrombocytopenia 7,MONDO:0030867,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:14283,FLJ22973,thrombocytopenia 7,MONDO:0030867,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:14283,PEGASUS,thrombocytopenia 7,MONDO:0030867,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:14283,ZNFN1A5,thrombocytopenia 7,MONDO:0030867,Hemostasis/Thrombosis,Hemostasis/Thrombosis
HGNC:5962,IL10,immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,MONDO:0016542,Primary Immune Regulatory Disorders,Immunology
HGNC:5962,CSIF,immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,MONDO:0016542,Primary Immune Regulatory Disorders,Immunology
HGNC:5962,IL-10,immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,MONDO:0016542,Primary Immune Regulatory Disorders,Immunology
HGNC:5962,IL10A,immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,MONDO:0016542,Primary Immune Regulatory Disorders,Immunology
HGNC:5962,TGIF,immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,MONDO:0016542,Primary Immune Regulatory Disorders,Immunology
HGNC:5964,IL10RA,inflammatory bowel disease 28,MONDO:0013153,Primary Immune Regulatory Disorders,Immunology
HGNC:5964,CD210,inflammatory bowel disease 28,MONDO:0013153,Primary Immune Regulatory Disorders,Immunology
HGNC:5964,CD210A,inflammatory bowel disease 28,MONDO:0013153,Primary Immune Regulatory Disorders,Immunology
HGNC:5964,CDW210A,inflammatory bowel disease 28,MONDO:0013153,Primary Immune Regulatory Disorders,Immunology
HGNC:5964,HIL-10R,inflammatory bowel disease 28,MONDO:0013153,Primary Immune Regulatory Disorders,Immunology
HGNC:5964,IL10R,inflammatory bowel disease 28,MONDO:0013153,Primary Immune Regulatory Disorders,Immunology
HGNC:5965,IL10RB,inflammatory bowel disease 25,MONDO:0012941,Primary Immune Regulatory Disorders,Immunology
HGNC:5965,CDW210B,inflammatory bowel disease 25,MONDO:0012941,Primary Immune Regulatory Disorders,Immunology
HGNC:5965,CRF2-4,inflammatory bowel disease 25,MONDO:0012941,Primary Immune Regulatory Disorders,Immunology
HGNC:5965,CRFB4,inflammatory bowel disease 25,MONDO:0012941,Primary Immune Regulatory Disorders,Immunology
HGNC:5965,D21S58,inflammatory bowel disease 25,MONDO:0012941,Primary Immune Regulatory Disorders,Immunology
HGNC:5965,D21S66,inflammatory bowel disease 25,MONDO:0012941,Primary Immune Regulatory Disorders,Immunology
HGNC:5965,IL-10R2,inflammatory bowel disease 25,MONDO:0012941,Primary Immune Regulatory Disorders,Immunology
HGNC:5967,IL11RA,craniosynostosis and dental anomalies,MONDO:0013615,Craniofacial Malformations,Skeletal Disorders
HGNC:5967,,craniosynostosis and dental anomalies,MONDO:0013615,Craniofacial Malformations,Skeletal Disorders
HGNC:5996,IL1RAPL1,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5996,IL1R8,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5996,IL1RAPL,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5996,IL1RAPL-1,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5996,MRX10,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5996,MRX21,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5996,MRX34,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5996,OPHN4,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:5996,TIGIRR-2,non-syndromic X-linked intellectual disability,MONDO:0019181,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:6005,IL21,common variable immunodeficiency,MONDO:0015517,Antibody Deficiencies,Immunology
HGNC:6005,IL-21,common variable immunodeficiency,MONDO:0015517,Antibody Deficiencies,Immunology
HGNC:6005,ZA11,common variable immunodeficiency,MONDO:0015517,Antibody Deficiencies,Immunology
HGNC:6006,IL21R,immunodeficiency disease,MONDO:0021094,Antibody Deficiencies,Immunology
HGNC:6006,CD360,immunodeficiency disease,MONDO:0021094,Antibody Deficiencies,Immunology
HGNC:6008,IL2RA,immunodeficiency due to CD25 deficiency,MONDO:0011664,Primary Immune Regulatory Disorders,Immunology
HGNC:6008,CD25,immunodeficiency due to CD25 deficiency,MONDO:0011664,Primary Immune Regulatory Disorders,Immunology
HGNC:6008,IDDM10,immunodeficiency due to CD25 deficiency,MONDO:0011664,Primary Immune Regulatory Disorders,Immunology
HGNC:6008,IL2R,immunodeficiency due to CD25 deficiency,MONDO:0011664,Primary Immune Regulatory Disorders,Immunology
HGNC:6009,IL2RB,immunodeficiency 63 with lymphoproliferation and autoimmunity,MONDO:0032782,Primary Immune Regulatory Disorders,Immunology
HGNC:6009,CD122,immunodeficiency 63 with lymphoproliferation and autoimmunity,MONDO:0032782,Primary Immune Regulatory Disorders,Immunology
HGNC:6009,IL15RB,immunodeficiency 63 with lymphoproliferation and autoimmunity,MONDO:0032782,Primary Immune Regulatory Disorders,Immunology
HGNC:6010,IL2RG,T-B+ severe combined immunodeficiency due to gamma chain deficiency,MONDO:0010315,SCID-CID,Immunology
HGNC:6010,CD132,T-B+ severe combined immunodeficiency due to gamma chain deficiency,MONDO:0010315,SCID-CID,Immunology
HGNC:6010,CIDX,T-B+ severe combined immunodeficiency due to gamma chain deficiency,MONDO:0010315,SCID-CID,Immunology
HGNC:6010,IMD4,T-B+ severe combined immunodeficiency due to gamma chain deficiency,MONDO:0010315,SCID-CID,Immunology
HGNC:6010,SCIDX1,T-B+ severe combined immunodeficiency due to gamma chain deficiency,MONDO:0010315,SCID-CID,Immunology
HGNC:6019,IL6R,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",MONDO:0030069,SCID-CID,Immunology
HGNC:6019,CD126,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",MONDO:0030069,SCID-CID,Immunology
HGNC:6019,GP80,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",MONDO:0030069,SCID-CID,Immunology
HGNC:6019,IL-1RA,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",MONDO:0030069,SCID-CID,Immunology
HGNC:6019,IL-6R,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",MONDO:0030069,SCID-CID,Immunology
HGNC:6019,IL6RA,"hyper-IgE recurrent infection syndrome 5, autosomal recessive",MONDO:0030069,SCID-CID,Immunology
HGNC:6024,IL7R,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:6024,CD127,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:6024,CDW127,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:6024,IL-7RALPHA,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:6024,IL7RA,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:6024,IL7RALPHA,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:6024,LNC-IL7R,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:6024,SIL-7R,immunodeficiency 104,MONDO:0012163,SCID-CID,Immunology
HGNC:28741,ILDR1,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:28741,DFNB42,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:28741,MGC50831,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:6040,ILK,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:6040,,dilated cardiomyopathy,MONDO:0005021,Dilated Cardiomyopathy,Cardiovascular
HGNC:6052,IMPDH1,IMPDH1-related retinopathy,MONDO:1040051,Retina,Ocular
HGNC:6052,LCA11,IMPDH1-related retinopathy,MONDO:1040051,Retina,Ocular
HGNC:6052,RP10,IMPDH1-related retinopathy,MONDO:1040051,Retina,Ocular
HGNC:6052,SWSS2608,IMPDH1-related retinopathy,MONDO:1040051,Retina,Ocular
HGNC:6055,IMPG1,IMPG1-related dominant retinopathy,MONDO:1040036,Retina,Ocular
HGNC:6055,GP147,IMPG1-related dominant retinopathy,MONDO:1040036,Retina,Ocular
HGNC:6055,IPM150,IMPG1-related dominant retinopathy,MONDO:1040036,Retina,Ocular
HGNC:6055,SPACR,IMPG1-related dominant retinopathy,MONDO:1040036,Retina,Ocular
HGNC:6055,IMPG1,IMPG1-related recessive retinopathy,MONDO:1040037,Retina,Ocular
HGNC:6055,GP147,IMPG1-related recessive retinopathy,MONDO:1040037,Retina,Ocular
HGNC:6055,IPM150,IMPG1-related recessive retinopathy,MONDO:1040037,Retina,Ocular
HGNC:6055,SPACR,IMPG1-related recessive retinopathy,MONDO:1040037,Retina,Ocular
HGNC:18362,IMPG2,IMPG2-related recessive retinopathy,MONDO:0700241,Retina,Ocular
HGNC:18362,IPM200,IMPG2-related recessive retinopathy,MONDO:0700241,Retina,Ocular
HGNC:18362,RP56,IMPG2-related recessive retinopathy,MONDO:0700241,Retina,Ocular
HGNC:18362,SPACRCAN,IMPG2-related recessive retinopathy,MONDO:0700241,Retina,Ocular
HGNC:23791,INF2,Charcot-Marie-Tooth disease dominant intermediate E,MONDO:0013758,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:23791,C14ORF151,Charcot-Marie-Tooth disease dominant intermediate E,MONDO:0013758,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:23791,C14ORF173,Charcot-Marie-Tooth disease dominant intermediate E,MONDO:0013758,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:23791,MGC13251,Charcot-Marie-Tooth disease dominant intermediate E,MONDO:0013758,Charcot-Marie-Tooth Disease,Neurological Disorders
HGNC:26956,INO80,"immunodeficiency, common variable, 1",MONDO:0011864,Antibody Deficiencies,Immunology
HGNC:26956,HINO80,"immunodeficiency, common variable, 1",MONDO:0011864,Antibody Deficiencies,Immunology
HGNC:26956,INO80A,"immunodeficiency, common variable, 1",MONDO:0011864,Antibody Deficiencies,Immunology
HGNC:26956,INOC1,"immunodeficiency, common variable, 1",MONDO:0011864,Antibody Deficiencies,Immunology
HGNC:26956,KIAA1259,"immunodeficiency, common variable, 1",MONDO:0011864,Antibody Deficiencies,Immunology
HGNC:21474,INPP5E,MORM syndrome,MONDO:0012423,Syndromic Disorders,Other
HGNC:21474,CORS1,MORM syndrome,MONDO:0012423,Syndromic Disorders,Other
HGNC:21474,JBTS1,MORM syndrome,MONDO:0012423,Syndromic Disorders,Other
HGNC:21474,PHARBIN,MORM syndrome,MONDO:0012423,Syndromic Disorders,Other
HGNC:21474,PPI5PIV,MORM syndrome,MONDO:0012423,Syndromic Disorders,Other
HGNC:21474,INPP5E,Joubert syndrome 1,MONDO:0008944,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:21474,CORS1,Joubert syndrome 1,MONDO:0008944,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:21474,JBTS1,Joubert syndrome 1,MONDO:0008944,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:21474,PHARBIN,Joubert syndrome 1,MONDO:0008944,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:21474,PPI5PIV,Joubert syndrome 1,MONDO:0008944,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:6081,INS,monogenic diabetes,MONDO:0015967,Monogenic Diabetes,Endocrinology
HGNC:6081,IDDM1,monogenic diabetes,MONDO:0015967,Monogenic Diabetes,Endocrinology
HGNC:6081,IDDM2,monogenic diabetes,MONDO:0015967,Monogenic Diabetes,Endocrinology
HGNC:6081,INS,monogenic diabetes,MONDO:0015967,Monogenic Diabetes,Endocrinology
HGNC:6081,IDDM1,monogenic diabetes,MONDO:0015967,Monogenic Diabetes,Endocrinology
HGNC:6081,IDDM2,monogenic diabetes,MONDO:0015967,Monogenic Diabetes,Endocrinology
HGNC:29239,INTU,INTU-related skeletal ciliopathy,MONDO:1060154,Skeletal Disorders,Skeletal Disorders
HGNC:29239,CPLANE4,INTU-related skeletal ciliopathy,MONDO:1060154,Skeletal Disorders,Skeletal Disorders
HGNC:29239,KIAA1284,INTU-related skeletal ciliopathy,MONDO:1060154,Skeletal Disorders,Skeletal Disorders
HGNC:29239,PDZD6,INTU-related skeletal ciliopathy,MONDO:1060154,Skeletal Disorders,Skeletal Disorders
HGNC:29239,PDZK6,INTU-related skeletal ciliopathy,MONDO:1060154,Skeletal Disorders,Skeletal Disorders
HGNC:17870,INVS,nephronophthisis 2,MONDO:0011190,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:17870,NPHP2,nephronophthisis 2,MONDO:0011190,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:28949,IQCB1,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:28949,KIAA0036,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:28949,NPHP5,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:28949,SLSN5,ciliopathy,MONDO:0005308,Kidney Cystic and Ciliopathy Disorders,Kidney Disease
HGNC:29059,IQSEC2,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:29059,BRAG1,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:29059,IQ-ARFGEF,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:29059,KIAA0522,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:29059,MRX1,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:29059,MRX18,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:29059,MRX78,X-linked complex neurodevelopmental disorder,MONDO:0100148,Intellectual Disability and Autism,Neurodevelopmental Disorders
HGNC:21729,IRF2BP2,"immunodeficiency, common variable, 14",MONDO:0054691,Antibody Deficiencies,Immunology
HGNC:21729,IRF-2BP2,"immunodeficiency, common variable, 14",MONDO:0054691,Antibody Deficiencies,Immunology
HGNC:21729,LRIR2,"immunodeficiency, common variable, 14",MONDO:0054691,Antibody Deficiencies,Immunology
HGNC:14282,IRF2BPL,neurodegenerative disease,MONDO:0005559,Epilepsy,Neurodevelopmental Disorders
